V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
302	RR01539604	hsa-miR-29c-3p	miRNA	Homo sapiens	VEGFA	mRNA	Homo sapiens	miRBase:MIMAT0000681	NCBI:7422	0.6084	Western blot//RT-PCR//RIP//Reporter assay//ELISA//IHC//qRT-PCR//Luciferase reporter assay	CLIP-seq//NGS//PAR-CLIP	Bayesian target prediction algorithm//TargetScan//Cupid//miRanda//MirTarget
334	RR00914394	hsa-miR-34a-5p	miRNA	Homo sapiens	MET	mRNA	Homo sapiens	miRBase:MIMAT0000255	NCBI:4233	0.774	Northern blot//qPCR//Western blot//RT-PCR//Immunoblot//qRT-PCR//RIP//Reporter assay//ChIP//ELISA//IHC//ISH//Luciferase reporter assay	CLIP-seq	Cupid//miRanda//MirTarget
335	RR00951522	hsa-miR-34a-5p	miRNA	Homo sapiens	MYCN	mRNA	Homo sapiens	miRBase:MIMAT0000255	NCBI:4613	0.6745	Western blot//RT-PCR//Reporter assay//TaqMan RT-PCR//IHC//qRT-PCR//Luciferase reporter assay	N/A	Cupid//miRanda//MirTarget
336	RR01011100	hsa-miR-34a-5p	miRNA	Homo sapiens	NOTCH1	mRNA	Homo sapiens	miRBase:MIMAT0000255	NCBI:4851	0.7441	MTT assay//Western blot//RT-PCR//Reporter assay//ELISA//IHC//qRT-PCR//Luciferase reporter assay//IFS	CLIP-seq//Microarray	Cupid//miRanda//MirTarget//PicTar
337	RR01302459	hsa-miR-34a-5p	miRNA	Homo sapiens	SIRT1	mRNA	Homo sapiens	miRBase:MIMAT0000255	NCBI:23411	0.8201	Northern blot//qPCR//Western blot//RT-PCR//Immunoblot//Reporter assay//ICC//ChIP//qRT-PCR//Luciferase reporter assay	CLIP-seq	Cupid//miRanda//MirTarget
343	RR01347783	hsa-miR-363-3p	miRNA	Homo sapiens	SOX4	mRNA	Homo sapiens	miRBase:MIMAT0000707	NCBI:6659	0.6863	AGO-CLIP//qRT-PCR//Luciferase reporter assay//Western blot	CLIP-seq//miRNA array//PAR-CLIP	Bayesian target prediction algorithm//Cupid//TargetScan//miRanda//MirTarget
348	RR00943184	hsa-miR-375-3p	miRNA	Homo sapiens	MTDH	mRNA	Homo sapiens	miRBase:MIMAT0000728	NCBI:92140	0.6108	RT-PCR//Reporter assay//AGO-CLIP//Western blot	CLIP-seq//Microarray//TaqMan array	miRanda
356	RR00368690	hsa-miR-384	miRNA	Homo sapiens	CRNDE	lncRNA	Homo sapiens	miRBase:MIMAT0001075	NCBI:643911	0.6801	qPCR//Western blot//RIP//Dual luciferase reporter assay//IHC//qRT-PCR//Luciferase reporter assay	N/A	N/A
378	RR00951033	hsa-miR-451a	miRNA	Homo sapiens	MYC	mRNA	Homo sapiens	miRBase:MIMAT0001631	NCBI:4609	0.6142	ChIP-PCR//Western blot//RT-PCR//Reporter assay//Dual luciferase reporter assay//IHC//qRT-PCR//Luciferase reporter assay	ChIP-seq	N/A
389	RR00295363	hsa-miR-497-5p	miRNA	Homo sapiens	CCNE1	mRNA	Homo sapiens	miRBase:MIMAT0002820	NCBI:898	0.604	Western blot//RT-PCR//Immunoblot//Reporter assay//Dual luciferase reporter assay//RNA hybrid//qRT-PCR//Luciferase reporter assay	CLIP-seq//PAR-CLIP	Cupid//TargetScan//miRanda//RNA22//RNAhybrid//MirTarget
427	RR00487154	hsa-miR-7-5p	miRNA	Homo sapiens	EGFR	mRNA	Homo sapiens	miRBase:MIMAT0000252	NCBI:1956	0.7921	qPCR//Western blot//RT-PCR//RIP//qRT-PCR//SDS-PAGE//Reporter assay//RNA-FISH//Dual luciferase reporter assay//IHC//LC-MS/MS//ISH//Luciferase reporter assay	CLIP-seq//Microarray	TargetScan//miRanda//MirTarget
437	RR01151727	hsa-miR-92a-3p	miRNA	Homo sapiens	PTEN	mRNA	Homo sapiens	miRBase:MIMAT0000092	NCBI:5728	0.6456	qPCR//Western blot//RT-PCR//Reporter assay//IHC//qRT-PCR//Luciferase reporter assay	HITS-CLIP//CLIP-seq	Bayesian target prediction algorithm//Cupid//TargetScan//miRanda//MirTarget
441	RR00576726	hsa-miR-96-5p	miRNA	Homo sapiens	FOXO1	mRNA	Homo sapiens	miRBase:MIMAT0000095	NCBI:2308	0.6563	Northern blot//MTT assay//Western blot//RT-PCR//Reporter assay//IHC//qRT-PCR//Luciferase reporter assay	CLIP-seq//Microarray//PAR-CLIP	Bayesian target prediction algorithm//TargetScan//Cupid//miRanda//MirTarget
445	RR00946242	hsa-miR-99a-5p	miRNA	Homo sapiens	MTOR	mRNA	Homo sapiens	miRBase:MIMAT0000097	NCBI:2475	0.7473	Immunoassay//Western blot//RT-PCR//Immunoblot//IP//Reporter assay//Dual luciferase reporter assay//IHC//qRT-PCR//Luciferase reporter assay	CLIP-seq//Microarray//ChIP-seq	Bayesian target prediction algorithm//Cupid//TargetScan//miRanda//MirTarget//PicTar
72013	RR00312255	CDKN2B	mRNA	Homo sapiens	CDKN2B-AS1	lncRNA	Homo sapiens	NCBI:1030	NCBI:100048912	0.6394	RNA interference//RT-PCR//RIP//ChIP//qRT-PCR	Microarray	N/A
153816	RR00912392	MEG3	lncRNA	Homo sapiens	TP53	mRNA	Homo sapiens	NCBI:55384	NCBI:7157	0.6205	Northern blot//qPCR//Western blot//BrdU incorporation assay//qRT-PCR//Luciferase reporter assay	N/A	N/A
229708	RR00979608	hsa-let-7a-2-3p	miRNA	Homo sapiens	NAP1L1	mRNA	Homo sapiens	miRBase:MIMAT0010195	NCBI:4673	0.6017	AGO-CLIP	PAR-CLIP	N/A
233452	RR00023377	hsa-let-7a-5p	miRNA	Homo sapiens	ABCC10	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:89845	0.6216	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
233466	RR00025873	hsa-let-7a-5p	miRNA	Homo sapiens	ABHD17C	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:58489	0.664	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	MirTarget//Bayesian target prediction algorithm
233476	RR00027892	hsa-let-7a-5p	miRNA	Homo sapiens	ABT1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:29777	0.6938	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget
233509	RR00030229	hsa-let-7a-5p	miRNA	Homo sapiens	AC068946.2	mRNA	Homo sapiens	miRBase:MIMAT0000062	N/A	0.6064	N/A	HITS-CLIP//eCLIP//PAR-CLIP	N/A
233560	RR00036680	hsa-let-7a-5p	miRNA	Homo sapiens	ACTB	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:60	0.6834	N/A	CLASH	N/A
233565	RR00037113	hsa-let-7a-5p	miRNA	Homo sapiens	ACTG1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:71	0.7116	N/A	PAR-CLIP	Bayesian target prediction algorithm
233576	RR00038908	hsa-let-7a-5p	miRNA	Homo sapiens	ACVR1B	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:91	0.6417	RT-PCR//Reporter assay//Western blot	HITS-CLIP//CLIP-seq//CLASH//PAR-CLIP//eCLIP	Bayesian target prediction algorithm
233577	RR00039047	hsa-let-7a-5p	miRNA	Homo sapiens	ACVR1C	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:130399	0.6057	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Bayesian target prediction algorithm//Cupid//miRanda//MirTarget//miRWalk
233617	RR00047778	hsa-let-7a-5p	miRNA	Homo sapiens	ADIPOR2	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:79602	0.6128	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	MirTarget//Bayesian target prediction algorithm
233641	RR00055931	hsa-let-7a-5p	miRNA	Homo sapiens	AGO4	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:192670	0.6543	Luciferase reporter assay//Reporter assay	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
233735	RR00081443	hsa-let-7a-5p	miRNA	Homo sapiens	ANKRD46	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:157567	0.6906	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
233736	RR00081518	hsa-let-7a-5p	miRNA	Homo sapiens	ANKRD49	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:54851	0.6036	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
233738	RR00081707	hsa-let-7a-5p	miRNA	Homo sapiens	ANKRD52	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:283373	0.6664	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	MirTarget//Bayesian target prediction algorithm
233748	RR00083794	hsa-let-7a-5p	miRNA	Homo sapiens	ANP32E	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:81611	0.6584	N/A	HITS-CLIP//PAR-CLIP	N/A
233769	RR00087467	hsa-let-7a-5p	miRNA	Homo sapiens	AP3M1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:26985	0.6686	N/A	HITS-CLIP//CLASH//PAR-CLIP	Bayesian target prediction algorithm
233771	RR00087827	hsa-let-7a-5p	miRNA	Homo sapiens	AP3S2	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:10239	0.6034	N/A	HITS-CLIP//PAR-CLIP	N/A
233823	RR00125364	hsa-let-7a-5p	miRNA	Homo sapiens	ARID3A	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:1820	0.6676	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	Cupid//MirTarget//Bayesian target prediction algorithm
233824	RR00125438	hsa-let-7a-5p	miRNA	Homo sapiens	ARID3B	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:10620	0.6758	RT-PCR//Reporter assay//Western blot	HITS-CLIP//CLIP-seq//CLASH//PAR-CLIP//eCLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
233827	RR00126195	hsa-let-7a-5p	miRNA	Homo sapiens	ARIH1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:25820	0.6384	N/A	HITS-CLIP//PAR-CLIP	Bayesian target prediction algorithm
233848	RR00249917	hsa-let-7a-5p	miRNA	Homo sapiens	ARPIN-AP3S2	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:100526783	0.6034	N/A	HITS-CLIP//PAR-CLIP	N/A
233859	RR00132532	hsa-let-7a-5p	miRNA	Homo sapiens	ASAP1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:50807	0.6115	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
233864	RR00133937	hsa-let-7a-5p	miRNA	Homo sapiens	ASCC3	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:10973	0.6058	N/A	CLIP-seq//CLASH//PAR-CLIP	miRanda
233890	RR00157357	hsa-let-7a-5p	miRNA	Homo sapiens	ATG9A	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:79065	0.6335	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	Cupid
233893	RR00159338	hsa-let-7a-5p	miRNA	Homo sapiens	ATP13A3	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:79572	0.6203	N/A	HITS-CLIP//PAR-CLIP	Bayesian target prediction algorithm
233896	RR00160509	hsa-let-7a-5p	miRNA	Homo sapiens	ATP2B1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:490	0.6241	N/A	CLIP-seq//CLASH	Cupid//miRanda//Bayesian target prediction algorithm
233901	RR00161851	hsa-let-7a-5p	miRNA	Homo sapiens	ATP5MC2	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:517	0.606	N/A	HITS-CLIP//CLASH//PAR-CLIP	N/A
233908	RR00163783	hsa-let-7a-5p	miRNA	Homo sapiens	ATP6V1F	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:9296	0.6534	N/A	CLIP-seq//PAR-CLIP	miRanda
233909	RR00163844	hsa-let-7a-5p	miRNA	Homo sapiens	ATP6V1G1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:9550	0.6588	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget
233950	RR00209356	hsa-let-7a-5p	miRNA	Homo sapiens	BACH1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:571	0.7331	RT-PCR//Reporter assay//Western blot	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234028	RR00209474	hsa-let-7a-5p	miRNA	Homo sapiens	BRIP1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:83990	0.7057	N/A	HITS-CLIP//eCLIP//PAR-CLIP	N/A
234031	RR00232320	hsa-let-7a-5p	miRNA	Homo sapiens	BRWD1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:54014	0.6632	N/A	PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234037	RR00234120	hsa-let-7a-5p	miRNA	Homo sapiens	BTBD3	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:22903	0.688	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234042	RR00235095	hsa-let-7a-5p	miRNA	Homo sapiens	BTG2	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:7832	0.625	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	MirTarget//Bayesian target prediction algorithm
234047	RR00236756	hsa-let-7a-5p	miRNA	Homo sapiens	BZW1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:9689	0.6144	N/A	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234108	RR00261589	hsa-let-7a-5p	miRNA	Homo sapiens	C5orf51	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:285636	0.6789	N/A	CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
234137	RR00271788	hsa-let-7a-5p	miRNA	Homo sapiens	CALU	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:813	0.6634	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	Cupid//MirTarget//Bayesian target prediction algorithm
234155	RR00276269	hsa-let-7a-5p	miRNA	Homo sapiens	CAPZB	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:832	0.604	N/A	N/A	Bayesian target prediction algorithm
234171	RR00279260	hsa-let-7a-5p	miRNA	Homo sapiens	CASP8AP2	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:9994	0.6137	N/A	HITS-CLIP//PAR-CLIP	N/A
234185	RR00286349	hsa-let-7a-5p	miRNA	Homo sapiens	CBX5	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:23468	0.6944	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//MirTarget
234202	RR00291860	hsa-let-7a-5p	miRNA	Homo sapiens	CCDC71L	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:168455	0.6125	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
234217	RR00294770	hsa-let-7a-5p	miRNA	Homo sapiens	CCND1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:595	0.646	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	Cupid//MirTarget//Bayesian target prediction algorithm
234218	RR00295012	hsa-let-7a-5p	miRNA	Homo sapiens	CCND2	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:894	0.6905	Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	HITS-CLIP//Microarray//CLIP-seq//PAR-CLIP	Cupid//MirTarget//Bayesian target prediction algorithm
234228	RR00297665	hsa-let-7a-5p	miRNA	Homo sapiens	CCR7	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:1236	0.607	Northern blot//Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
234237	RR00299156	hsa-let-7a-5p	miRNA	Homo sapiens	CD164	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:8763	0.6634	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234246	RR00302314	hsa-let-7a-5p	miRNA	Homo sapiens	CD59	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:966	0.6066	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget
234254	RR00304528	hsa-let-7a-5p	miRNA	Homo sapiens	CDC25A	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:993	0.603	Reporter assay//Western blot	HITS-CLIP//Microarray//CLIP-seq	miRanda//MirTarget
234282	RR00311632	hsa-let-7a-5p	miRNA	Homo sapiens	CDKN1A	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:1026	0.611	Western blot	CLIP-seq//PAR-CLIP	miRanda//MirTarget
234286	RR00313445	hsa-let-7a-5p	miRNA	Homo sapiens	CDV3	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:55573	0.6244	N/A	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234300	RR00316356	hsa-let-7a-5p	miRNA	Homo sapiens	CEMIP2	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:23670	0.6789	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
234303	RR00317767	hsa-let-7a-5p	miRNA	Homo sapiens	CEP120	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:153241	0.6508	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234321	RR00320375	hsa-let-7a-5p	miRNA	Homo sapiens	CERS2	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:29956	0.6163	N/A	HITS-CLIP//CLIP-seq	N/A
234329	RR00322267	hsa-let-7a-5p	miRNA	Homo sapiens	CFL2	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:1073	0.638	N/A	HITS-CLIP//CLASH//CLIP-seq//PAR-CLIP	Cupid//MirTarget
234340	RR00324423	hsa-let-7a-5p	miRNA	Homo sapiens	CHD4	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:1108	0.6038	N/A	CLIP-seq	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234341	RR00324862	hsa-let-7a-5p	miRNA	Homo sapiens	CHD7	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:55636	0.623	N/A	CLIP-seq//PAR-CLIP	Cupid//miRanda//Bayesian target prediction algorithm
234375	RR00337463	hsa-let-7a-5p	miRNA	Homo sapiens	CLDN12	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:9069	0.627	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
234392	RR00341529	hsa-let-7a-5p	miRNA	Homo sapiens	CLP1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:10978	0.6412	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
234413	RR00258313	hsa-let-7a-5p	miRNA	Homo sapiens	CNOT11	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:55571	0.6056	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda
234415	RR00346674	hsa-let-7a-5p	miRNA	Homo sapiens	CNOT4	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:4850	0.6378	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda
234428	RR00350271	hsa-let-7a-5p	miRNA	Homo sapiens	COIL	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:8161	0.6529	N/A	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234454	RR00354535	hsa-let-7a-5p	miRNA	Homo sapiens	COPB1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:1315	0.618	N/A	PAR-CLIP	N/A
234468	RR00249070	hsa-let-7a-5p	miRNA	Homo sapiens	COX14	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:84987	0.6408	N/A	CLASH	N/A
234481	RR00359501	hsa-let-7a-5p	miRNA	Homo sapiens	CPEB4	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:80315	0.6317	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//Bayesian target prediction algorithm
234501	RR00365898	hsa-let-7a-5p	miRNA	Homo sapiens	CRK	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:1398	0.6457	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	MirTarget
234506	RR00369703	hsa-let-7a-5p	miRNA	Homo sapiens	CRY2	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:1408	0.6896	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234611	RR00429633	hsa-let-7a-5p	miRNA	Homo sapiens	DDOST	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:1650	0.6631	N/A	HITS-CLIP//CLASH//eCLIP//PAR-CLIP	N/A
234655	RR00439823	hsa-let-7a-5p	miRNA	Homo sapiens	DICER1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:23405	0.7431	Northern blot//FISH//Western blot//RT-PCR//Reporter assay//IHC//qRT-PCR//Luciferase reporter assay	HITS-CLIP//CLASH//CLIP-seq//PAR-CLIP	Cupid//MirTarget//Bayesian target prediction algorithm
234686	RR00446734	hsa-let-7a-5p	miRNA	Homo sapiens	DNAJA2	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:10294	0.6197	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234690	RR00447820	hsa-let-7a-5p	miRNA	Homo sapiens	DNAJB9	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:4189	0.6024	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	Bayesian target prediction algorithm
234749	RR00460116	hsa-let-7a-5p	miRNA	Homo sapiens	DUSP1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:1843	0.6576	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234752	RR00460442	hsa-let-7a-5p	miRNA	Homo sapiens	DUSP16	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:80824	0.61	N/A	CLIP-seq	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234757	RR00461105	hsa-let-7a-5p	miRNA	Homo sapiens	DUSP4	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:1846	0.6073	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//Bayesian target prediction algorithm
234775	RR00479171	hsa-let-7a-5p	miRNA	Homo sapiens	E2F5	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:1875	0.6699	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234781	RR00481004	hsa-let-7a-5p	miRNA	Homo sapiens	ECE2	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:9718	0.6058	N/A	HITS-CLIP//PAR-CLIP	N/A
234788	RR00482489	hsa-let-7a-5p	miRNA	Homo sapiens	EDEM3	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:80267	0.6325	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234789	RR00482728	hsa-let-7a-5p	miRNA	Homo sapiens	EDN1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:1906	0.6451	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
234831	RR00491826	hsa-let-7a-5p	miRNA	Homo sapiens	EIF4EBP2	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:1979	0.6373	N/A	N/A	Bayesian target prediction algorithm
234834	RR00492189	hsa-let-7a-5p	miRNA	Homo sapiens	EIF4G2	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:1982	0.661	N/A	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234846	RR00495807	hsa-let-7a-5p	miRNA	Homo sapiens	ELMSAN1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:91748	0.6642	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Bayesian target prediction algorithm
234884	RR00505941	hsa-let-7a-5p	miRNA	Homo sapiens	EPHA4	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:2043	0.6731	Reporter assay//qRT-PCR//Western blot	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234903	RR00509710	hsa-let-7a-5p	miRNA	Homo sapiens	ERCC6	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:2074	0.6092	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
234923	RR00512621	hsa-let-7a-5p	miRNA	Homo sapiens	ESPL1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:9700	0.6538	N/A	CLIP-seq//PAR-CLIP	miRanda//MirTarget
234932	RR00514428	hsa-let-7a-5p	miRNA	Homo sapiens	ETNK1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:55500	0.6565	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
234976	RR00539895	hsa-let-7a-5p	miRNA	Homo sapiens	FAM160B1	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:57700	0.6143	N/A	HITS-CLIP//PAR-CLIP	N/A
234993	RR00544592	hsa-let-7a-5p	miRNA	Homo sapiens	FAM222B	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:55731	0.6402	N/A	HITS-CLIP//eCLIP//PAR-CLIP	miRanda
234999	RR00546285	hsa-let-7a-5p	miRNA	Homo sapiens	FAM49B	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:51571	0.6629	N/A	CLIP-seq	Cupid//miRanda//Bayesian target prediction algorithm
235055	RR00557556	hsa-let-7a-5p	miRNA	Homo sapiens	FCHO2	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:115548	0.617	N/A	N/A	Cupid//Bayesian target prediction algorithm
235070	RR00565995	hsa-let-7a-5p	miRNA	Homo sapiens	FIGN	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:55137	0.6501	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
235075	RR00567008	hsa-let-7a-5p	miRNA	Homo sapiens	FKBP3	mRNA	Homo sapiens	miRBase:MIMAT0000062	NCBI:2287	0.6049	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda
